Title,Link,Company,Location,City,Is_Recent,Type,Experience_Type,Years_Of_Experience,Skills_Count,Skills_Set
Sales Engineer-,https://wuzzuf.net/jobs/p/JRJ5tNpDzGkh-Sales-Engineer--Sigma-Engineering-Cairo-Egypt?o=1963&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Sigma Engineering,"Obour City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,10,"['Sales/Retail', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Electrical', 'Communication skills', 'sales skills', 'Electrical Engineering', 'Engineering', 'Sales', 'Ups']"
Insurance Sales Director,https://wuzzuf.net/jobs/p/IN3bppvY2S5F-Insurance-Sales-Director-Cairo-Egypt?o=1964&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Cairo, Egypt ",Egypt,False,Full Time,,1,8,"['Sales/Retail', 'Sales', 'sales skills', 'Sales Target', 'Negotiation', 'sales process', 'Skills', 'FMCG']"
Supply Chain Specialist,https://wuzzuf.net/jobs/p/g1fVQLtt0phB-Supply-Chain-Specialist-Sigma-for-Imp-Exp-Opera-hearing-Solutions-Cairo-Egypt?o=1965&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Sigma for Imp & Exp & Opera hearing Solutions,"Heliopolis, Cairo, Egypt ",Egypt,False,Full Time,Entry Level,1,10,"['Logistics/Supply Chain', 'Operations/Management', 'Purchasing/Procurement', 'chain', 'English', 'is', 'Logistics', 'Medical', 'Procurement', 'Purchasing']"
IT Specialist,https://wuzzuf.net/jobs/p/FvUBumz8kADX-IT-Specialist-Solo-Soft-for-hygienic-paper-Giza-Egypt?o=1966&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Solo Soft for hygienic paper,"6th of October, Giza, Egypt ",Egypt,False,Full Time,Experienced,3,5,"['IT/Software Development', 'Communication skills', 'Software', 'Technical Support', 'Hardware']"
Mercedes- Benz Mechanical engineer,https://wuzzuf.net/jobs/p/b22CWGyIbVT7-Mercedes--Benz-Mechanical-engineer-GIECO-Alexandria-Egypt?o=1967&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,GIECO,"Alexandria, Egypt ",Egypt,False,Full Time,Experienced,1,4,"['Engineering - Mechanical/Electrical', 'Automotive', 'Engineering', 'Mechanical Engineering']"
Quality Assurance Supervisor,https://wuzzuf.net/jobs/p/UTNFWd15syd7-Quality-Assurance-Supervisor-Soficopharm-Cairo-Egypt?o=1968&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Soficopharm,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,8,"['Medical/Healthcare', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'regulatory', 'QA', 'quality', 'Quality Control']"
Senior Network Security Engineer,https://wuzzuf.net/jobs/p/LNJVEWM2rOg8-Senior-Network-Security-Engineer-Giza-Egypt?o=1969&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Sheikh Zayed, Giza, Egypt ",Egypt,False,Full Time,Experienced,5,10,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'CCNA', 'Cisco', 'CCNP', 'Information Technology (IT)', 'Networking', 'Network Administration', 'Security']"
Spare Parts Procurement Engineer,https://wuzzuf.net/jobs/p/KDkCibllhVU9-Spare-Parts-Procurement-Engineer-SMG-Engineering-Automotive-Giza-Egypt?o=1970&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,SMG Engineering Automotive,"Sheikh Zayed, Giza, Egypt ",Egypt,False,Full Time,Experienced,3,8,"['Business Development', 'Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'parts', 'Procurement', 'Spare Parts', 'Mechanical Engineering', 'Sales']"
Senior Software Developer,https://wuzzuf.net/jobs/p/C6SemzkHP3qb-Senior-Software-Developer-Globaction-Giza-Egypt?o=1971&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Globaction,"6th of October, Giza, Egypt ",Egypt,False,Full Time,Experienced,5,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'MySQL', 'c#', 'DevOps', 'ADO.Net', 'Database', 'Computer Science', 'Information Technology (IT)', 'Agile']"
Packing store keeper,https://wuzzuf.net/jobs/p/2IPDnMtOBkQb-Packing-store-keeper-NCC-X-calibur-Cairo-Egypt?o=1972&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,NCC X-calibur,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,7,"['Accounting/Finance', 'Administration', 'Logistics/Supply Chain', 'Accounting', 'Packaging', 'Store Keeping', 'Warehousing']"
Quality Control Engineer,https://wuzzuf.net/jobs/p/mjiMI95dRUYT-Quality-Control-Engineer-Monufya-Egypt?o=1973&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Alsadat City, Monufya, Egypt ",Egypt,False,Full Time,Experienced,1,7,"['males_only', 'Quality', 'Analytical Skills', 'quality', 'Quality Control', 'Quality engineer', 'technical']"
Senior Production Engineer,https://wuzzuf.net/jobs/p/maixyIWzIRcd-Senior-Production-Engineer-ICON-Holding-Cairo-Egypt?o=1974&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,ICON Holding,"Helwan, Cairo, Egypt ",Egypt,False,Full Time,Experienced,5,8,"['Manufacturing/Production', 'Chemicals', 'Mechanical', 'Mechanical Production', 'Production Lines', 'Steel', 'Production', 'Engineering']"
Quality Control Engineer,https://wuzzuf.net/jobs/p/FjVgKhy0wkIu-Quality-Control-Engineer-ABCO-Group-Alexandria-Egypt?o=1975&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,ABCO Group,"Bourj Alarab, Alexandria, Egypt ",Egypt,False,Full Time,Experienced,2,10,"['R&D/Science', 'Quality', 'Engineering - Other', 'Quality Control', 'Quality Assurance', 'Engineering', 'Quality', 'Manufacturing', 'ISO', 'Control']"
Senior Graphic Designer,https://wuzzuf.net/jobs/p/jA3VdlyODeN3-Senior-Graphic-Designer-Cairo-Egypt?o=1976&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Adobe Photoshop', 'Adobe illustrator', 'Advertising', 'Design', 'Fine Arts', 'Applied Arts', 'Graphic Design']"
Senior Sales Specialist (hotel-travel agencies),https://wuzzuf.net/jobs/p/Kud3i76HCKJd-Senior-Sales-Specialist-hotel-travel-agencies-Future-Experts-Alexandria-Egypt?o=1977&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Future Experts,"Stanley, Alexandria, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['Marketing/PR/Advertising', 'Other', 'Tourism/Travel', 'business', 'Sales', 'Business Administration', 'CRM', 'Skills', 'Customer Experience', 'Communication']"
Technical Lead Full Stack,https://wuzzuf.net/jobs/p/gOrEtI4pweds-Technical-Lead-Full-Stack-A1Softech-Cairo-Egypt?o=1978&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,A1Softech,"Maadi, Cairo, Egypt ",Egypt,False,Full Time,Experienced,7,8,"['IT/Software Development', 'Computer Science', 'Angular', 'Full Stack', 'Information Technology (IT)', 'Software Development', '.net', '.net Core']"
mechanical or electrical engineer,https://wuzzuf.net/jobs/p/FKBM1wqu5uVV-mechanical-or-electrical-engineer-El-Shrouk-Co-Ismailia-Egypt?o=1979&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,El Shrouk Co.,"Ismailia, Ismailia, Egypt ",Egypt,False,Full Time,Experienced,2,4,"['Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Mechanical']"
Odoo Presales Consultant,https://wuzzuf.net/jobs/p/vFpUb7Sqtnvq-Odoo-Presales-Consultant-OdooTec-Cairo-Egypt?o=1980&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,OdooTec,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Computer Science', 'English', 'ERP', 'Software', 'Presales', 'Communication skills', 'Accounting', 'Software Development']"
IT Specialist,https://wuzzuf.net/jobs/p/5Co64ik2x9DT-IT-Specialist-Meem-Development-Alexandria-Egypt?o=1981&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Meem Development,"Glim, Alexandria, Egypt ",Egypt,False,Full Time,Experienced,3,6,"['males_only', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'IT Specialist', 'IT']"
Biomedical Sales Representative,https://wuzzuf.net/jobs/p/O99wHTUzD3Yd-Biomedical-Sales-Representative-HVD-Egypt-Cairo-Egypt?o=1982&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,HVD Egypt,"Heliopolis, Cairo, Egypt ",Egypt,False,Full Time,Experienced,1,10,"['R&D/Science', 'Customer Service/Support', 'Sales/Retail', 'Biomedical', 'Biomedical sales', 'Customer Service', 'Representative', 'Sales representative', 'sales skills', 'Sales Target']"
Local Purchasing Specialist (FMCG or Food Industry),https://wuzzuf.net/jobs/p/HQiPzlGw6HE0-Local-Purchasing-Specialist-FMCG-or-Food-Industry-Egypt-Bakery-Stores-Cairo-Egypt?o=1983&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Egypt Bakery Stores,"Katameya, Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,10,"['males_only', 'Logistics/Supply Chain', 'Purchasing/Procurement', 'Procurement', 'Logistics', 'Supply Chain', 'Purchasing', 'FMCG', 'Purchasing Strategies', 'Procurements']"
Medical Sales Representative (Team Lead),https://wuzzuf.net/jobs/p/Ias9MjDiKQmX-Medical-Sales-Representative-Team-Lead-Digitize-Flow-Giza-Egypt?o=1984&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Digitize Flow,"6th of October, Giza, Egypt ",Egypt,False,Full Time,Experienced,7,10,"['Marketing/PR/Advertising', 'Medical/Healthcare', 'Sales/Retail', 'CRM', 'sales skills', 'Sales Target', 'Medical Sales', 'Communication', 'Sales', 'English']"
Fulfillment Specialist E-commerce,https://wuzzuf.net/jobs/p/GQNQKf3M5jaU-Fulfillment-Specialist-E-commerce-NEW-GCC-GROUP-LIMITLESS-Cairo-Egypt?o=1985&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,NEW GCC GROUP LIMITLESS,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['Administration', 'Logistics/Supply Chain', 'Analyst/Research', 'E-Commerce', 'Analysis', 'Shipping', 'Skills', 'ERP', 'Odoo', 'Retail']"
Outdoor Sales Representative,https://wuzzuf.net/jobs/p/Odeu9ERLPxvJ-Outdoor-Sales-Representative-Power-Solutions-Giza-Egypt?o=1986&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Power Solutions,"6th of October, Giza, Egypt ",Egypt,False,Full Time,Experienced,2,10,"['Sales/Retail', 'Sales', 'Sales Skills', 'Outdoor Sales', 'Sales Target', 'Call Center', 'Customer Service', 'Customer Care', 'Customer Support', 'Oil &amp; Gas']"
Housing Sales agents,https://wuzzuf.net/jobs/p/7JOQcJKyfRqE-Housing-Sales-agents-Skyline-Housing-Cairo-Egypt?o=1987&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Skyline Housing,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Entry Level,0,11,"['0 - 3 Yrs of Exp', 'Customer Service/Support', 'Sales/Retail', 'Tourism/Travel', 'Customer Service', 'housing', 'English', 'Marketing', 'Events', 'Customer', 'sales skills']"
Software Quality Control Engineer-Hybrid,https://wuzzuf.net/jobs/p/LAHvQI2yrdIr-Software-Quality-Control-Engineer-Hybrid-GET-Group--Egypt-Cairo-Egypt?o=1988&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,GET Group- Egypt,"Heliopolis, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'API', 'API Testing', 'Computer Science', 'Quality Control', 'Testing', 'Performance', 'ISTQB', 'Agile']"
Graphic Designer - CS,https://wuzzuf.net/jobs/p/xUgntIMhubfh-Graphic-Designer---CS-OPPO-Egypt-Cairo-Egypt?o=1989&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,OPPO Egypt,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,1,10,"['Creative/Design/Art', 'Graphic', 'Graphic Design', 'Video Editing', 'Adobe Photoshop', 'Photoshop', 'Illustrator', 'Adobe Illustrator', 'Advertising', 'Design']"
Sales Representative,https://wuzzuf.net/jobs/p/OnfpHjuG6lNO-Sales-Representative-Egyptian-Co-for-industry-Cairo-Egypt?o=1990&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Egyptian Co. for industry,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,10,"['males_preferred', 'Customer Service/Support', 'Analyst/Research', 'Sales/Retail', 'Communication skills', 'Experience', 'sales skills', 'Customer Service', 'Microsoft Office', 'Negotiation']"
Senior Planning Specialist,https://wuzzuf.net/jobs/p/ohV58a1HkJDi-Senior-Planning-Specialist-Chema-Foam-Sharqia-Egypt?o=1991&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Chema Foam,"10th of Ramadan City, Sharqia, Egypt ",Egypt,False,Full Time,Experienced,4,5,"['Manufacturing/Production', 'Production', 'Planning', 'Analysis', 'Manufacturing']"
Social Media Graphic Designer & Video Editor,https://wuzzuf.net/jobs/p/UFeqDqA5cjxR-Social-Media-Graphic-Designer-Video-Editor-Green-Line-For-Glass-Metal-Architecture-Cairo-Egypt?o=1992&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Green Line For Glass Metal Architecture,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,1,10,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'AutoCAD', 'Skills', 'Adobe Photoshop', 'Adobe Premiere', 'Adobe illustrator', 'Communication skills', 'Fine Arts']"
Full Stack Developer - .NET- Angular,https://wuzzuf.net/jobs/p/yJGMFclYZPIw-Full-Stack-Developer---NET--Angular-Ofoq-Consulting-Cairo-Egypt?o=1993&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Ofoq Consulting,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,11,"['males_preferred', 'IT/Software Development', 'Computer Science', 'Information Technology (IT)', 'Software Development', 'Visual Studio', 'javaScript', 'Azure', 'C#', '.NET', 'SQL']"
Tendering Engineer - Mechanical,https://wuzzuf.net/jobs/p/EZOAhAuUc88B-Tendering-Engineer---Mechanical-Solera-Cairo-Egypt?o=1994&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Solera,"Cairo, Egypt ",Egypt,False,Full Time,Entry Level,3,8,"['Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Engineering', 'MS', 'Tendering', 'AutoCAD', 'Analysis', 'Procurement Engineer']"
Production Engineer,https://wuzzuf.net/jobs/p/JIArP2XqbDQf-Production-Engineer-3Dimension-Giza-Egypt?o=1995&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,3Dimension,"Haram, Giza, Egypt ",Egypt,False,Full Time,Experienced,1,9,"['Creative/Design/Art', 'Operations/Management', 'Marketing/PR/Advertising', 'Arts', 'Creative', 'Design', 'Manufacturing', 'Production', 'AutoCAD']"
Sales Officer,https://wuzzuf.net/jobs/p/Nu3rVqq7B9sj-Sales-Officer-Smart-Solutions-Cairo-Egypt?o=1996&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Smart Solutions,"Cairo, Egypt ",Egypt,False,Full Time,Experienced,2,10,"['Accounting/Finance', 'IT/Software Development', 'Sales/Retail', 'Sales', 'Customer Service', 'Sales Target', 'sales skills', 'Accounting', 'ERP Software', 'ERPNext']"
English Teacher (Suez),https://wuzzuf.net/jobs/p/AAGZbPJU7iMd-English-Teacher-Suez-NASS-Academy-Suez-Egypt?o=1997&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,NASS Academy,"Suez, Suez, Egypt ",Egypt,False,Full Time,Entry Level,1,6,"['Education/Teaching', 'Education', 'English', 'English Teaching', 'High school', 'Teaching']"
Customer Support Representative,https://wuzzuf.net/jobs/p/lfNtUOlc93UG-Customer-Support-Representative-CCS-Cairo-Egypt?o=1998&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,CCS,"Shorouk City, Cairo, Egypt ",Egypt,False,Full Time,Entry Level,1,8,"['Customer Service/Support', 'Customer Service', 'Customer Support', 'Customer', 'Fluency in English', 'Microsoft Office', 'Skills', 'Microsoft']"
Sales Representative,https://wuzzuf.net/jobs/p/8HdCOTBMb8y2-Sales-Representative-Tradeline-Stores-Giza-Egypt?o=1999&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Tradeline Stores,"6th of October, Giza, Egypt ",Egypt,False,Full Time,Entry Level,0,11,"['0 - 3 Yrs of Exp', 'Customer Service/Support', 'Sales/Retail', 'Sales', 'Sales Skills', 'Customer Service', 'Customer Support', 'Software Sales', 'Client Relationship', 'Sales Target', 'Apple']"
Marketing Engineer,https://wuzzuf.net/jobs/p/MfN7kjqRIGin-Marketing-Engineer-Saveto-Cairo-Egypt?o=2000&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Saveto,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Entry Level,1,10,"['Engineering - Construction/Civil/Architecture', 'Marketing/PR/Advertising', 'Sales/Retail', 'Marketing', 'Architecture', 'Marketing Engineering', 'Civil Engineering', 'Advertising', 'Sales Engineering', 'Sales Skills']"
Senior Accounts Receivable,https://wuzzuf.net/jobs/p/6duT7s4ryoku-Senior-Accounts-Receivable-Aedco-Fragrances-Cairo-Egypt?o=2001&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Aedco Fragrances,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,Manager,5,10,"['Accounting/Finance', 'Accounts Receivable', 'Finace', 'Accounting', 'Commerce', 'Analysis', 'Communication', 'Communication skills', 'ERP', 'excel']"
Senior Software Business Analyst,https://wuzzuf.net/jobs/p/TtjHNORhWqwq-Senior-Software-Business-Analyst-Trufla-Cairo-Egypt?o=2002&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Trufla,"Heliopolis, Cairo, Egypt ",Egypt,False,Full Time,Experienced,5,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'business', 'Business Analysis', 'Communication', 'Communication skills', 'Computer Science', 'Information Technology (IT)', 'IT', 'MS Office']"
Sales property consultant,https://wuzzuf.net/jobs/p/T41K9aDD0Ubi-Sales-property-consultant-Partner-recruitment-Cairo-Egypt?o=2003&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Partner recruitment,"New Cairo, Cairo, Egypt ",Egypt,False,Full Time,Manager,2,3,"['Sales/Retail', 'Sales', 'Property consultant']"
Design and Manufacturing Engineer,https://wuzzuf.net/jobs/p/P00c2QhRXuLU-Design-and-Manufacturing-Engineer-El-Teriak-Industrial-Group-Giza-Egypt?o=2004&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,El Teriak Industrial Group,"6th of October, Giza, Egypt ",Egypt,False,Full Time,Entry Level,3,10,"['Operations/Management', 'Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'CATIA', 'CNC Machining', 'Design', 'Engineering', 'Injection Molding', 'Machining processes', 'Maintenance']"
Call Center Agent,https://wuzzuf.net/jobs/p/wLhYR8JZ2sag-Call-Center-Agent-Cairo-Egypt?o=2005&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Entry Level,1,5,"['Customer Service/Support', 'Sales/Retail', 'Call center agent', 'Hotel, Restaurant, Cafe', 'Customer Service']"
Sybase Database Administrator,https://wuzzuf.net/jobs/p/FZRaptHCx7fY-Sybase-Database-Administrator-ITS-Cairo-Egypt?o=2006&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,ITS,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,5,7,"['IT/Software Development', 'Database', 'MySQL', 'DBA', 'Oracle', 'Performance Tuning', 'SQL']"
Senior Full Stack Developer (.Net & Angular 14+),https://wuzzuf.net/jobs/p/lFTPfrJFzCjb-Senior-Full-Stack-Developer-Net-Angular-14-Link-Datacenter-Cairo-Egypt?o=2007&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Link Datacenter,"Maadi, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Agile', 'Angular', 'Computer Science', 'CSS3', 'Git', 'HTML', 'Information Technology (IT)']"
Senior Quality Control Engineer,https://wuzzuf.net/jobs/p/dpGmO3kMo4oL-Senior-Quality-Control-Engineer-Tafeel-Cairo-Egypt?o=2008&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Tafeel,"Nasr City, Cairo, Egypt ",Egypt,False,Full Time,Experienced,3,10,"['IT/Software Development', 'Quality', 'Engineering - Telecom/Technology', 'Software', 'Software Testing', 'Testing', 'QA', 'Quality Assurance', 'Information Technology (IT)', 'Computer Science']"
Network Security Engineer,https://wuzzuf.net/jobs/p/zIhc3HlFTEg1-Network-Security-Engineer-Cairo-Egypt?o=2009&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,Confidential,"Maadi, Cairo, Egypt ",Egypt,False,Full Time,Experienced,1,10,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Other', 'CCNA', 'Cisco', 'CCNP', 'Engineering', 'Information Technology (IT)', 'Network', 'IT']"
System Administrator & DevOps Engineer,https://wuzzuf.net/jobs/p/o4SqYf52tqKY-System-Administrator-DevOps-Engineer-3Sixty-Giza-Egypt?o=2010&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,3Sixty,"Mohandessin, Giza, Egypt ",Egypt,False,Full Time,Entry Level,1,10,"['IT/Software Development', 'Administration', 'Computer Science', 'CI/CD', 'Docker', 'Engineering', 'Information Technology (IT)', 'Linux', 'ERP', 'Design']"
Tour Operator - English,https://wuzzuf.net/jobs/p/CWMrkPA32YMH-Tour-Operator---English-FTS-Travels-Cairo-Egypt?o=2011&l=sp&t=sj&a=product manager|search-v3|hpb|spbl,FTS Travels,"Cairo, Egypt ",Egypt,False,Full Time,Entry Level,4,7,"['Customer Service/Support', 'Operations/Management', 'Tourism/Travel', 'tour operator', 'travel', 'customer service', 'tourism']"
